Split,Horizon,Method,LagSet,y_true,y_pred,Store
9,7,RandomForest,lag14,71.0,69.74,Baltimore
9,1,XGBoost,lag14,69.0,74.7528076171875,Baltimore
9,2,XGBoost,lag14,77.0,92.97455596923828,Baltimore
9,3,XGBoost,lag14,118.0,120.00326538085938,Baltimore
9,4,XGBoost,lag14,97.0,78.42022705078125,Baltimore
9,5,XGBoost,lag14,61.0,127.9788818359375,Baltimore
9,6,XGBoost,lag14,65.0,94.70646667480469,Baltimore
9,7,XGBoost,lag14,71.0,78.2763442993164,Baltimore
10,1,SeasonalNaive7,-,77.0,80.0,Baltimore
10,2,SeasonalNaive7,-,118.0,128.0,Baltimore
10,3,SeasonalNaive7,-,97.0,95.0,Baltimore
10,4,SeasonalNaive7,-,61.0,61.0,Baltimore
10,5,SeasonalNaive7,-,65.0,73.0,Baltimore
10,6,SeasonalNaive7,-,71.0,71.0,Baltimore
10,7,SeasonalNaive7,-,65.0,69.0,Baltimore
